#ST-Typ;Wert;Beschreibung
ST_PPVHoechstbeitrag;1;Hoechstbeitrag
ST_PPVHoechstbeitrag;2;Beitragsfreies Kind
ST_PPVHoechstbeitrag;3;Ehepaarbegrenzung
ST_PPVHoechstbeitrag;4;Student
ST_Praxisform;01;Einzelpraxis
ST_Praxisform;02;fachgleiche Berufsausübungsgemeinschaft
ST_Praxisform;03;fachgleiche überörtliche Berufsausübungsgemeinschaft
ST_Praxisform;04;fachgebietsübergreifende Berufsausübungsgemeinschaft
ST_Praxisform;05;fachgebietsübergreifende überörtliche Berufsausübungsgemeinschaft
ST_Produktattribut;01;fondsgebunden
ST_Produktattribut;02;Todesfallleistung steigend
ST_Produktattribut;03;Todesfallleistung fallend
ST_Produktattribut;04;dynamisch
ST_Produktattribut;05;fester Ablauftermin
ST_Produktattribut;06;Kinderversorgung
ST_Produktattribut;07;Bestattungsversorgung
ST_Produktattribut;08;Teilauszahlung
ST_Produktattribut;09;verbundene Leben
ST_Produktattribut;10;vermögenswirksame Leistung
ST_Produktattribut;11;flexible Auszahlphase
ST_Produktattribut;12;Gruppenvertragskonditionen
ST_Produktattribut;13;ohne Gesundheitsfragen
ST_Produktattribut;14;unterschiedliche Beitragsverläufe
ST_Produktattribut;15;niedriger Granatiezins
ST_Produktattribut;16;lebenslang
ST_Produktattribut;17;abgekürzt
ST_Produktattribut;18;sofortbeginnend
ST_Produktattribut;19;privat
ST_Produktattribut;20;Riesterrente
ST_Produktattribut;21;Basisrente
ST_Produktattribut;22;mit Beitragsrückgewähr
ST_Produktattribut;23;mit Rentengarantiezeit
ST_Produktattribut;24;mit Rentenauszahlung
ST_Produktattribut;25;Nichtraucher
ST_Produktattribut;26;Umtauschoption
ST_Produktattribut;27;fallende Leistung
ST_Produktattribut;28;abweichende Leistungsdauer
ST_Produktattribut;29;Ausprägung Erwerbsunfähigkeit
ST_Produktattribut;30;Ausprägung Berufsunfähigkeit
ST_Produktattribut;31;Ausprägung Erwerbsminderung
ST_Produktattribut;32;Nachversicherungsgarantie
ST_Produktattribut;33;Karenzzeit
ST_Produktattribut;34;Einmalleistung
ST_Produktattribut;35;Pflegestufe 1 (ab 2017 werden die Pflegestufen durch Pflegegrade ersetzt.)
ST_Produktattribut;36;Leistungsart Kapital
ST_Produktattribut;37;Leistungsart Rente
ST_Produktattribut;38;Leistungsart gemischt
ST_Produktattribut;39;Beitragsbefreiung
ST_Produktattribut;40;Erlebensfallleistung niedriger
ST_Produktattribut;41;Erlebensfallleistung höher
ST_Produktattribut;42;Leistung bei Heirat
ST_Produktattribut;43;Hinterbliebenenrente
ST_Produktattribut;44;Verfügungsoption
ST_Produktattribut;45;Pflegestufe 2 (ab 2017 werden die Pflegestufen durch Pflegegrade ersetzt.)
ST_Produktattribut;46;Pflegestufe 3 (ab 2017 werden die Pflegestufen durch Pflegegrade ersetzt.)
ST_Produktattribut;47;Beitragserhaltungsgarantie
ST_Produktattribut;48;Beitragserhaltungsgarantie Investment
ST_Produktattribut;49;öffentlicher Dienst
ST_Produktattribut;50;klassisch (nicht fondsgebunden)
ST_Produktattribut;51;konstante Todesfallleistung
ST_Produktattribut;52;Leistungsstaffel
ST_Produktattribut;53;Pflegegrad 1
ST_Produktattribut;54;Pflegegrad 2
ST_Produktattribut;55;Pflegegrad 3
ST_Produktattribut;56;Pflegegrad 4
ST_Produktattribut;57;Pflegegrad 5
ST_Produktgruppe;Kapitallebensversicherung;Kapitallebensversicherung
ST_Produktgruppe;Rentenversicherung;Rentenversicherung
ST_Produktgruppe;Risikoversicherung;Risikoversicherung
ST_Produktgruppe;Berufsunfaehigkeitsversicherung;BU
ST_Produktgruppe;Pflegeversicherung;Pflegeversicherung
ST_Produktgruppe;Dread disease;Dread Disease
ST_Produktgruppe;Taetigkeitsunfaehigkeitsversicherung;Taetigkeitsunfaehigkeitsversicherung
ST_Produktgruppe;Unfallversicherung;Unfallversicherung
ST_Produktgruppe;Todesfallversicherung;Todesfallversicherung
ST_Produktgruppe;Hinterbliebenenversicherung;Hinterbliebenenversicherung
ST_Produktgruppe;Waisenrenteversicherung;Waisenrenteversicherung
ST_Produktgruppe;Kapitalisierungsprodukt;Kapitalisierungsprodukt
ST_Provisionsart;01;Abschlussprovision
ST_Provisionsart;02;Bestands- / Folgeprovision
ST_Pruefsummetyp;MD5;MD5-Algorithmus
ST_Pruefsummetyp;SHA1;SHA1-Algorithmus
ST_Radposition;links;
ST_Radposition;rechts;
ST_Radposition;Reserve;
ST_Rechtsform;01;Natuerliche Person
ST_Rechtsform;02;GBR
ST_Rechtsform;03;OHG
ST_Rechtsform;04;KG
ST_Rechtsform;05;GmbH
ST_Rechtsform;06;gGmbH
ST_Rechtsform;07;GmbH & Co KG
ST_Rechtsform;08;KGaA
ST_Rechtsform;09;AG
ST_Rechtsform;10;e.V.
ST_Rechtsform;11;Verein nach BGB
ST_Rechtsform;12;e.G.
ST_Rechtsform;13;Ges. d. oeffentl. Rechts
ST_Rechtsform;14;e.K., e.Kfm., e.Kffr. (eingetragener Kaufmann / eigentragene Kauffrau)
ST_Rechtsform;15;PartG (Partnerschaftsgesellschaft)
ST_Rechtsform;16;Partnerreederei
ST_Rechtsform;17;AG & Co. KG
ST_Rechtsform;18;VAG (Versicherung auf Gegenseitigkeit)
ST_Rechtsform;19;Unternehmergesellschaft (haftungsbeschränkt)
ST_Rechtsform;20;GmbH & Co. KGaA;
ST_Rechtsform;21;AG & Co. KGaA
ST_Rechtsform;22;Stiftung & Co. KGaA
ST_Rechtsform;23;gAG (gemeinützige Aktiengesellschaft)
ST_Rechtsform;24;InvAG (Investmentaktiengesellschaft)
ST_Rechtsform;25;Ltd (Private Company Limited by Shares)
ST_Rechtsform;26;Inc (Incorporated)
ST_Rechtsform;27;Juristische Person nach altem hamburgischen Recht (eigentümerlos, z.B. HASPA Finanzholding)
ST_Rechtsform;28;KdöR (Körperschaft des öffentlichen Rechts, darunter fallen: - Gebietskörperschaften (Bund, Länder, Gemeinden); - (staatliche) Universitäten; - Berufsständische Körperschaften (Kammern); - Weltanschauungs- und Religionsgemeinschaften mit Körperschaftsstatus; - Deutschlandradio)
ST_Rechtsform;29;AdöR (Anstalt des öffentlichen Rechts darunter fallen: - Landesrundfunkanstalten; - Sparkassen; - Kommunalunternehmen)
ST_Rechtsform;30;Stiftung des privaten Rechts
ST_Rechtsform;31;Stiftung des öffentlichen Rechts
ST_Rechtsform;32;Gemeinnützige Stiftung
ST_Rechtsform;33;Regiebetrieb
ST_Rechtsform;34;Eigenbetrieb
ST_Rechtsform;35;Zweckverband
ST_Rechtsform;36;Gewerkschaften
ST_Rechtsform;37;Politische Parteien
ST_Rechtsform;38;Kolonialgesellschaft nach deutschem Schutzgebietsrecht
ST_Rechtsform;39;Bergrechtliche Gewerkschaft nach preußischem Recht
ST_Rechtsform;40;ARGE (Bietergemeinschaft / Arbeitsgemeinschaft)
ST_Rechtsform;41;IG (Interessengemeinschaft / Strategische Allianz)
ST_Rechtsform;42;Joint-Venture
ST_Rechtsform;43;nicht eingetragener Verein
ST_Rechtsform;44;Altrechtlicher Verein
ST_Rechtsform;99;Sonstiges
ST_Regulierungsart;1;Versicherungsunternehmen
ST_Regulierungsart;2;Vermittler
ST_Regulierungsart;3;bevollmächtigter Dienstleister
ST_Regulierungsstatus;1;Regulierung gewünscht.
ST_Regulierungsstatus;2;Regulierung erfolgt.
ST_Reparaturstatus;1;teilrepariert
ST_Reparaturstatus;2;repariert
ST_Reparaturstatus;3;notrepariert
ST_Reserveradart;0;kein Reserverad
ST_Reserveradart;1;Reserverad
ST_Reserveradart;2;Notrad
ST_Reserveradart;9;sonstiges (z.B. ein im Fahrzeug mitgeliefertes Pannenset/Kompressor)
ST_RetouregrundBank;0;Sonstige Gründe
ST_RetouregrundBank;1;Konto erloschen
ST_RetouregrundBank;2;Angaben unklar
ST_RetouregrundBank;3;Kein LEV-Auftrag
ST_RetouregrundBank;4;Rückruf Produktgeber
ST_RetouregrundBank;5;Widerspruch
ST_RetouregrundBank;10;IBAN fehlerhaft (Incorrect Account Number)
ST_RetouregrundBank;11;Konto aufgelöst (Closed Account Number)
ST_RetouregrundBank;12;Konto gesperrt (Blocked Account)
ST_RetouregrundBank;13;Die Begleichung der Transaktion ist fehlgeschlagen. (Settlement Failed)
ST_RetouregrundBank;14;Kein gültiges Mandat (No Mandate)
ST_RetouregrundBank;15;Die Daten zum Mandat fehlen oder sind nicht korrekt. (Missing Mandatory Information Mandate)
ST_RetouregrundBank;16;Widerspruch durch den Zahler (Zahlungspflichtigen) (Refund Request By End Customer)
ST_RetouregrundBank;17;Rückgabe durch den Zahler (Zahlungspflichtigen) vor Fälligkeit (Refusal) (Not Specified Reason Customer Generated)
ST_RetouregrundBank;18;BIC ungültig (Bank Identifier Incorrect)
ST_RetouregrundBank;19;Sonstige externe Gründe
ST_RisikokennzifferHausrat;0010;Hausrat in staendig bewohnter Wohnung
ST_RisikokennzifferHausrat;0011;Hausrat in staendig bewohnter Wohnung im Mehrfamilienhaus
ST_RisikokennzifferHausrat;0012;Hausrat in staendig bewohnter Wohnung im Einfamilienhaus
ST_RisikokennzifferHausrat;0013;Hausrat in staendig bewohnter Wohnung im Zweifamilienhaus
ST_RisikokennzifferHausrat;0020;Hausrat in nicht staendig bewohnter Wohnung.
ST_RisikokennzifferHausrat;0021;Hausrat in nicht staendig bewohnter Wohnung in von Dritten staendig bewohntem Gebaeude.
ST_RisikokennzifferHausrat;0023;Hausrat bei voruebergehendem Wohnsitz im Ausland
ST_RisikokennzifferHausrat;0029;Hausart eingelagert
ST_RisikokennzifferHausrat;0030;Hausrat in nicht staendig bewohntem Gebaeude
ST_RisikokennzifferHausrat;0037;Hausrat in nicht staendig bewohntem Gebaeude innerhalb eines geschlossenen Wohngebietes
ST_RisikokennzifferHausrat;0038;Hausrat in nicht staendig bewohntem Gebaeude ausserhalb eines geschlossenen Wohngebietes
ST_RisikokennzifferHausrat;0000;Unbekannt, nicht geschluesselt
ST_RisikokennzifferWohngebaeude;0051;Reine Wohngebaeude
ST_RisikokennzifferWohngebaeude;0052;Gemischt genutzte Wohngebaeude
ST_RisikokennzifferWohngebaeude;0053;Reine Wohngebaeude Einfamilienhaeuser (ggf. inkl. Einliegerwohnung)
ST_RisikokennzifferWohngebaeude;0054;Reine Wohngebaeude Zweifamilienhaeuser (ggf. inkl. Einliegerwohnung)
ST_RisikokennzifferWohngebaeude;0055;Reine Wohngebaeude Mehrfamilienhaeuser
ST_RisikokennzifferWohngebaeude;0059;Nicht staendig bewohnte Wochenend-, Ferienhaeuser sowie aehnliche Gebaeude
ST_RolleBeteiligter;01;Versicherungsnehmer
ST_RolleBeteiligter;02;versicherte Person
ST_RolleBeteiligter;03;Anspruchsteller
ST_RolleBeteiligter;04;Reparaturfirma
ST_RolleBeteiligter;05;Sachverständiger
ST_RolleBeteiligter;06;Zeuge
ST_RolleBeteiligter;07;Rechtsanwalt
ST_RolleBeteiligter;08;Sicherungsgläubiger
ST_RolleBeteiligter;09;Versicherungsunternehmen
ST_RolleBeteiligter;10;Dienstleister
ST_RolleBeteiligter;11;Arzt
ST_RolleBeteiligter;12;Krankenhaus
ST_RollladenStatus;1;geschlossen
ST_RollladenStatus;2;nicht geschlossen
ST_RollladenStatus;3;nicht vorhanden
ST_Rueckzahlungsart;Einmalzahlung;
ST_Rueckzahlungsart;Herabsetzung;
ST_Rueckzahlungsart;Ratenzahlung;
ST_Rueckzahlungsart;Ueberschussanteile;
ST_Saldoart;Anfangssaldo;
ST_Saldoart;Endsaldo;
ST_Saldoart;Abrechnungssaldo;
ST_Sanierungsart;Dach;Dachsanierung
ST_Sanierungsart;Elektrik;Erneuerung der Elektroinstallation
ST_Sanierungsart;Leitungswassernetz;Sanierung des Leitungswassernetzes
ST_Sanierungsart;Heizungsanlage;Sanierung der Heizungsanlage
ST_SBGiltFuer;001;Abschreibedeckungssumme für Personenschäden
ST_SBGiltFuer;002;Abschreibedeckungssumme für sonstige Schäden
ST_SBGiltFuer;003;Abhandenkommen / Vermögensschäden
ST_SBGiltFuer;004;Brand/Explosion
ST_SBGiltFuer;005;Brand/Explosion Personen
ST_SBGiltFuer;006;Brand/Explosion Sach
ST_SBGiltFuer;007;Brillenschäden (Augenarzt)
ST_SBGiltFuer;008;Erfüllungsschäden (Zahnarzt)
ST_SBGiltFuer;009;Feuerhaftung
ST_SBGiltFuer;010;Selbstbeteiligung auf alle Deckungssummen
ST_SBGiltFuer;011;
ST_SBGiltFuer;012;
ST_SBGiltFuer;013;UHV pauschale Störfalldeckungssumme
ST_SBGiltFuer;014;UHV Rettungskosten
ST_SBGiltFuer;015;Selbstbeteiligung auf alle Deckungssummen außer Personen
ST_SBGiltFuer;016;Selbstbeteiligung auf alle Summenbegrenzungen
ST_SBGiltFuer;017;Störfalldeckung
ST_SBGiltFuer;018;sonstige Summenarten
ST_SBGiltFuer;019;sonstige Schäden (Sach- und Vermögensschäden)
ST_SBGiltFuer;020;Schäden an fremden Kfz
ST_SBGiltFuer;021;Schäden an fremden Hilfsmitteln
ST_SBGiltFuer;022;Abhandenkommen von fremden Schlüsseln und Codekarten
ST_SBGiltFuer;023;Mietsachschäden
ST_SBGiltFuer;024;Tätigkeitsschäden an fremden Hilfsmitteln
ST_SBGiltFuer;025;Mietsachschäden durch sonstige Ursachen (außer Brand und Explosion)
ST_SBGiltFuer;026;Be- und Entladeschäden
ST_SBGiltFuer;027;erweiterte Produkthaftpflicht
ST_SBGiltFuer;028;Nachbesserungsschäden
ST_Schaden;1;Personenschaden
ST_Schaden;2;Sachschaden
ST_Schaden;3;Vermögensschaden
ST_Schadenabrechnungsform;1;konkrete Schadenregulierung
ST_Schadenabrechnungsform;2;fiktive Schadenregulierung
ST_Schadenabrechnungsform;3;Regulierung als Totalschaden
ST_Schadenart;401;Bauherrenhaftpflicht
ST_Schadenart;402;Berufshaftpflicht
ST_Schadenart;403;Betriebshaftpflicht
ST_Schadenart;404;Heilwesenhaftpflicht
ST_Schadenart;405;Planungshaftpflicht
ST_Schadenart;406;Privatrisiko
ST_Schadenart;407;Produkthaftpflicht
ST_Schadenart;408;Tierhalterhaftpflicht
ST_Schadenart;409;Umwelthaftpflicht
ST_Schadenart;410;Vermögenshaftpflicht
ST_Schadenart;411;Haus- und Grundbesitzerhaftpflicht
ST_Schadenart;451;Sozialgerichtsrechtsschutz
ST_Schadenart;452;Arbeitsrechtsschutz
ST_Schadenart;453;Familien- und Erbrechtsschutz / Beratungsrechtsschutz
ST_Schadenart;454;Mietrechtsschutz
ST_Schadenart;455;Steuergerichtsrechtsschutz
ST_Schadenart;456;Ordnungswidrigkeitenrechtsschutz (ohne Verkehrsbereich)
ST_Schadenart;457;Ordnungswidrigkeitenrechtsschutz (Verkehrsbereich)
ST_Schadenart;458;Schadenersatzrechtsschutz (Verkehrsbereich)
ST_Schadenart;459;Strafrechtsschutz (ohne Verkehrsbereich)
ST_Schadenart;460;Strafrechtsschutz (Verkehrsbereich)
ST_Schadenart;461;Vertragsrechtsschutz (ohne Verkehrsbereich)
ST_Schadenart;462;Vertragsrechtsschutz (Verkehrsbereich)
ST_Schadenart;463;Rechtsschutz für Grundstücks- und Wohneigentum
ST_Schadenart;510;Kfz-Schaden mit/ohne sonstigem Sachschaden
ST_Schadenart;520;Sachschaden ohne Kfz-Schaden
ST_Schadenart;580;Ladungsschaden Fernverkehr
ST_Schadenart;590;Ladungsschaden Nahverkehr
ST_Schadenart;610;Todesfall mit Kfz-Schaden und Sachschaden
ST_Schadenart;620;Todesfall ohne Kfz-Schaden jedoch mit Sachschaden
ST_Schadenart;710;Verletztenfall mit Kfz-Schaden und Sachschaden
ST_Schadenart;720;Verletztenfall ohne Kfz-Schaden jedoch mit Sachschaden
ST_Schadenart;800;Passives Beteiligungsgeschäft Vollkasko
ST_Schadenart;801;Aktives Beteiligungsgeschäft Vollkasko
ST_Schadenart;810;Unfall/Kollision mit anderen KFZ (VK-Tatbestand)
ST_Schadenart;850;Unfall ohne Berührung mit anderen KFZ (VK-Tatbestand)
ST_Schadenart;860;Mut- und böswillige Beschädigung
ST_Schadenart;861;Einbruchdiebstahl
ST_Schadenart;862;Kfz-Einbruch mit Diebstahl persönlicher Gegenstände
ST_Schadenart;863;Fahrraddiebstahl
ST_Schadenart;870;Garantiefall (Reparaturkostenversicherung)
ST_Schadenart;871;Passives Beteiligungsgeschäft Rep.kostenversicherung
ST_Schadenart;872;Aktives Beteiligungsgeschäft Rep.kostenversicherung
ST_Schadenart;875;Zusatzhaftpflichtversicherung für Handel/Handwerk
ST_Schadenart;900;Passives Beteiligungsgeschäft Teilkasko
ST_Schadenart;901;Aktives Beteiligungsgeschäft Teilkasko
ST_Schadenart;911;Brand
ST_Schadenart;912;Explosion
ST_Schadenart;913;Seng- und Schmorschäden, auch Schäden an Verkabelung
ST_Schadenart;914;Leitungswasser
ST_Schadenart;915;Elementarschaden
ST_Schadenart;916;Vermögensschaden
ST_Schadenart;917;Mietverlustschaden
ST_Schadenart;918;Brems-, Betriebs- und Bruchschäden
ST_Schadenart;919;IT-Schäden
ST_Schadenart;920;Diebstahl von Fahrzeuginnenteilen
ST_Schadenart;921;versuchter Totaldiebstahl
ST_Schadenart;922;Diebstahl von Fahrzeugaußenteilen
ST_Schadenart;930;Totaldiebstahl
ST_Schadenart;950;Glasschaden
ST_Schadenart;951;Sturmschaden
ST_Schadenart;962;Hagelschaden
ST_Schadenart;963;Blitz
ST_Schadenart;970;Überschwemmungsschaden
ST_Schadenart;980;Wildschaden
ST_Schadenart;981;Marderbiss
ST_Schadenart;990;Ladungsschaden ohne Fahrzeugschaden
ST_Schadenart;999;Sonstige Schadenart
ST_SchadenartUnfall;01;Wegeunfall (Unfall auf dem Weg zur oder von der Arbeitsstätte/Schule)
ST_SchadenartUnfall;02;Berufs-/Schulunfall (ohne Wegeunfall) im privaten häuslichen Bereich
ST_SchadenartUnfall;03;Berufs-/Schulunfall (ohne Wegeunfall) außerhalb des privaten häuslichen Bereiches
ST_SchadenartUnfall;04;Unfall bei Tätigkeit für den Haushalt und Einkäufen - im privaten häusllichen Bereich
ST_SchadenartUnfall;05;Unfall bei Tätigkeit für den Haushalt und Einkäufen - außerhalb des privaten häuslichen Bereiches
ST_SchadenartUnfall;06;Sonstige Unfälle im privaten häuslichen Bereich ohne Beziehung zur Tätigkeit für Haushalt
ST_SchadenartUnfall;07;Sonstige Unfälle außerhalb des privaten häuslichen Bereichs ohne Beziehung zur Tätigkeit für Haushalt
ST_SchadenartUnfall;08;Unfallart noch nicht bekannt
ST_SchadenartUnfall;99;Sonstiges
ST_Schadenstatus;01;offen
ST_Schadenstatus;02;geschlossen
ST_Schadenstelle;1;innerhalb Gebäude
ST_Schadenstelle;2;innerhalb Grundstück
ST_Schadenstelle;3;außerhalb Grundstück
ST_Schadenverursacher;0;unbekannt
ST_Schadenverursacher;1;Versicherungsnehmer
ST_Schadenverursacher;2;Anspruchsteller
ST_Schadenverursacher;3;Mitarbeiter
ST_Schadenverursacher;4;Ehegatte
ST_Schadenverursacher;5;eingetragener Lebenspartner
ST_Schadenverursacher;6;Kind, ohne Altersangabe
ST_Schadenverursacher;7;Kind kleiner 7 Jahre
ST_Schadenverursacher;8;Kind größer/gleich 7 Jahre und kleiner 10 Jahre
ST_Schadenverursacher;9;Kind größer/gleich 10 Jahre
ST_Schadenverursacher;10;Subunternehmer
ST_Schadenverursacher;11;Berechtigter Fahrer
ST_Schadenverursacher;99;Sonstiger
ST_Schliessungsart;01;Schließung mit Zahlung
ST_Schliessungsart;02;Ablehnung
ST_Schliessungsart;03;Schließung ohne Zahlung (z.B. unterhalb Selbstbehalt)
ST_Schliessungsart;04;Kulanz Ist aufgrund von Compliance nicht mehr zu verwenden.
ST_Schliessungsart;05;Falschanlage
ST_Sicherungseinrichtung;00010;Alarmanlage (Einbruchmeldeanlage)
ST_Sicherungseinrichtung;00011;Ueberfallmeldeanlage
ST_Sicherungseinrichtung;00020;Brandschutzmeldeanlage
ST_Sicherungseinrichtung;00021;Rauchmeldeanlage
ST_Sicherungseinrichtung;00022;Feuerloeschanlage
ST_Sicherungseinrichtung;00030;Fenster
ST_Sicherungseinrichtung;00031;Fenster gegen Aufhebeln geschützt
ST_Sicherungseinrichtung;00032;Lichtschächte und Kellerfenster geschützt
ST_Sicherungseinrichtung;00040;Tueren
ST_Sicherungseinrichtung;00041;Tore
ST_Sicherungseinrichtung;00042;Zyinderschloss außen nicht überstehend und mit mind. 5 Zuhaltungen
ST_Sicherungseinrichtung;00043;Türen gegen Aufhebeln geschützt
ST_Sicherungseinrichtung;99999;Sonstige
ST_Sitzbezug;1;Stoff
ST_Sitzbezug;2;Kunstleder
ST_Sitzbezug;3;Leder
ST_Sparte;010;Leben
ST_Sparte;020;Krankenversicherung
ST_Sparte;030;Allgemeine Unfallversicherung
ST_Sparte;040;Haftpflicht
ST_Sparte;050;Kraftfahrt
ST_Sparte;051;Kfz-Haftpflicht
ST_Sparte;052;Kfz-Fahrzeugvoll
ST_Sparte;053;Kfz-Fahrzeugteil
ST_Sparte;054;Kfz-Unfall
ST_Sparte;055;Kfz-Baustein
ST_Sparte;060;Luftfahrtversicherung
ST_Sparte;070;Rechtsschutz
ST_Sparte;080;Feuerversicherung
ST_Sparte;081;Feuer-Industrie-Versicherung
ST_Sparte;082;landwirtschaftliche Feuer-Versicherung
ST_Sparte;083;sonstige Feuerversicherung
ST_Sparte;089;uebrige und nicht aufgegliederte Feuer-Versicherung
ST_Sparte;090;Einbruch-Diebstahl- und Raub(ED)-Versicherung
ST_Sparte;099;uebrige und nicht aufgegliederte ED-Versicherung
ST_Sparte;100;Leitungswasser(LW)-Versicherung
ST_Sparte;109;uebrige und nicht aufgegliederte LW-Versicherung
ST_Sparte;110;Glasversicherung
ST_Sparte;015;Geschäfte der Verwaltung von Versorgungseinrichtungen
ST_Sparte;120;Sturm-Versicherung
ST_Sparte;130;Verbundene Hausrat
ST_Sparte;140;Verbundene Gebaeude
ST_Sparte;150;Hagel-Versicherung
ST_Sparte;160;Tierversicherung
ST_Sparte;171;Maschinen-Versicherung
ST_Sparte;172;Elektronik-Versicherung
ST_Sparte;174;Montage-Versicherung
ST_Sparte;175;Haushaltsgeraeteversicherung
ST_Sparte;176;Bauleistungs-Versicherung
ST_Sparte;179;uebrige Technische Versicherungen
ST_Sparte;180;Einheits-Versicherung
ST_Sparte;181;Allgemeine Einheitsversicherung
ST_Sparte;210;Extend Coverage(EC)-Versicherung
ST_Sparte;231;Feuer-(Gross)Betriebsunterbrechungs-Versicherung
ST_Sparte;232;Technische-Betriebsunterbrechungs-Versicherung/ MBU Elektronik
ST_Sparte;233;sonstige Betriebsunterbrechungsversicherungen
ST_Sparte;290;sonstige Schadenversicherung, z. B. Maschinen-Garantie-Versicherung
ST_Sparte;293;sonstige Vermoegensschadenversicherungen
ST_Sparte;294;sonstige gemischte Versicherungen
ST_Sparte;299;uebrige und nicht aufgegliederte sonstige Schadenversicherungen
ST_Sparte;510;Verkehrsservice
ST_Sparte;550;Investmentfonds
ST_Sparte;580;Bausparkassen
ST_Sparte;600;Moped 2.
ST_Sparte;630;Rahmen- und Sammelvertraege
ST_Sparte;650;Handel und Handwerk 2.
ST_Sparte;011;Einzelversicherung (ohne Zusatzversicherung) mit Überschussbeteiligung, bei der das Anlagerisiko vom Versicherungsunternehmen getragen wird.
ST_Sparte;012;Kollektivversicherung (ohne Zusatzversicherung) mit Überschussbeteiligung, bei der das Anlagerisiko vom Versicherungsunternehmen getragen wird.
ST_Sparte;013;Zusatzversicherung (einschließlich der für Kollektivversicherungen)
ST_Sparte;014;Sonstige Lebensversicherung
ST_Sparte;021;Einzel- Krankheitskostenvollversicherung (ambulant und stationär)
ST_Sparte;022;selbstständige Einzel- Krankheitskostenversicherung (ambulant)
ST_Sparte;023;selbstständige Einzel- Krankheitskostenversicherung (stationär)
ST_Sparte;024;Einzel- Krankentagegeldversicherung
ST_Sparte;025;selbstständige Einzel- Krankenhaustagegeldversicherung
ST_Sparte;026;sonstige selbstständige Einzel- Teilversicherung
ST_Sparte;027;Gruppen- Krankenversicherung (nach Einzel- und Sondertarifen)
ST_Sparte;028;Pflegekrankenversicherung
ST_Sparte;029;übrige und nicht aufgegliederte Krankenversicherung (einschließlich der Beihilfeablöseversicherung)
ST_Sparte;031;Einzelunfallversicherung ohne Beitragsrückgewähr
ST_Sparte;033;Gruppen- Unfallversicherung ohne Beitragsrückgewähr
ST_Sparte;034;Probandenversicherung
ST_Sparte;038;Unfallversicherung mit Beitragsrückgewähr
ST_Sparte;039;übrige und nicht aufgegliederte Allgemeine Unfallversicherung
ST_Sparte;041;Privathaftpflichtversicherung (einschließlich Sportboot- und Hundehalterhaftpflichtversicherung)
ST_Sparte;042;Betriebs- und Berufshaftpflichtversicherung
ST_Sparte;043;Umwelt- Haftpflichtversicherung
ST_Sparte;044;Vermögensschaden- Haftpflichtversicherung
ST_Sparte;045;Verkehrshaftungsversicherung (einschließlich der Speditions- und Rollfuhrversicherung)
ST_Sparte;046;Strahlen- und Atomanlagen-Haftpflichtversicherung
ST_Sparte;047;Feuerhaftungsversicherung
ST_Sparte;048;See-, Binnensee- und Flussschifffahrtshaftpflichtversicherung (ohne Kollisionshaftpflichtrisiko) sowie Haftpflichtversicherung für nichtversicherungspflichtige Landfahrzeuge)
ST_Sparte;049;übrige und nicht aufgegliederte Haftpflichtversicherung
ST_Sparte;059;Kfz-Gepäck
ST_Sparte;063;Luftfahrzeug-Kaskoversicherung
ST_Sparte;065;Raumfahrzeug-Kaskoversicherung
ST_Sparte;069;übrige und nicht aufgegliederte Luftfahrtversicherung (einschließlich der Raumfahrtversicherung)
ST_Sparte;071;Rechtsschutzversicherung nach ARB
ST_Sparte;072;Vermögensschaden-Rechtsschutzversicherung für Aufsichtsräte, Beiräte, Vorstände (VRB)
ST_Sparte;073;Rechtsschutzversicherung für Träger öffentlicher Aufgaben (ÖRB)
ST_Sparte;075;Kraftfahrt-Strafrechtsschutzversicherung mit Auslands-Zivilrechtsschutzversicherung
ST_Sparte;076;Spezial-Strafrechtsschutzversicherung der Unternehmen
ST_Sparte;079;übrige und nicht aufgegliederte Rechtsschutzversicherung
ST_Sparte;123;Gärtnerei-Sturmversicherung
ST_Sparte;124;Versicherung weiterer Elementarschäden bei gewerblichen Risiken
ST_Sparte;131;Verbundene Hausratversicherung ohne Einschluss weiterer Elementarschäden
ST_Sparte;132;Verbundene Hausratversicherung unter Einschluss weiterer Elementarschäden
ST_Sparte;141;Verbundene Wohngebäudeversicherung ohne Einfluss weiterer Elementarschäden
ST_Sparte;142;Verbundene Wohngebäudeversicherung unter Einfluss weiterer Elementarschäden
ST_Sparte;161;langfristige Tierlebensversicherung
ST_Sparte;162;kurzfristige Tierversicherung
ST_Sparte;169;übrige und nicht aufgegliederte Tierversicherung
ST_Sparte;170;Technische Versicherung
ST_Sparte;182;Juwelierwaren-Einheitsversicherung
ST_Sparte;183;Rauchwaren-Einheitsversicherung
ST_Sparte;184;Textilveredlungs-Einheitsversicherung
ST_Sparte;185;Wäscheschutz-Einheitsversicherung
ST_Sparte;189;übrige und nicht aufgegliederte Einheitsversicherung
ST_Sparte;190;Transport
ST_Sparte;191;Kaskoversicherung
ST_Sparte;192;Transportgüterversicherung
ST_Sparte;193;Valorenversicherung (gewerblich)
ST_Sparte;194;Filmversicherung
ST_Sparte;197;Kriegsrisikoversicherung
ST_Sparte;199;übrige und nicht aufgegliederte Transportversicherung (einschließlich Versicherung von Offshore-Risiken)
ST_Sparte;200;Kredit- und Kautionsversicherung
ST_Sparte;201;Kautionsversicherung (einschließlich Baugarantieversicherung)
ST_Sparte;202;Delkredereversicherung
